"Game","Favourable","Player Weights","Opponent Weights","Moves","Games","Victories (Starting Player)","Victories (Nont-starting Player)","Losses (Starting Player)","Losses (Nont-starting Player)","Ties"
Game,true,1,0,0,0,1,0,0,0,48,2,1,1,0,0,0
